Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,TitleGroup_Military,TitleGroup_Miss,TitleGroup_Mr,TitleGroup_Mrs,TitleGroup_Professional,TitleGroup_Royalty,Embarked_Q,Embarked_S,AgeGroup_Teen,AgeGroup_y_adult,AgeGroup_m_adult,AgeGroup_senior
0,2,0,0.25401725834082894,-0.47454519624983954,-0.4736736092984604,-0.24507743310811256,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,-0.977252353504585,0.4327933656785018,-0.4736736092984604,-0.7964994074061603,0.059159876663617626,0,False,False,True,False,False,False,False,True,True,False,False,False
1,3,0,-0.05380014462052453,-0.47454519624983954,-0.4736736092984604,-0.4935998091027102,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,2,1,1.5622412209265812,-0.47454519624983954,0.7676298785983874,0.4186955802122075,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,False,True,False
1,1,1,0.40792595982150565,0.4327933656785018,-0.4736736092984604,1.3339255253248805,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,True,False,False
1,1,1,0.6387890120425208,-0.47454519624983954,-0.4736736092984604,1.901676076703742,-0.5609748304808925,1,False,True,False,False,False,False,False,False,False,True,False,False
0,2,0,0.3309716090811673,-0.47454519624983954,-0.4736736092984604,-0.1909882275321034,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,1,-0.977252353504585,0.4327933656785018,-0.4736736092984604,1.0206112086953074,0.059159876663617626,0,False,False,False,True,False,False,False,True,True,False,False,False
0,3,1,-1.4389784579466152,3.1548090514635256,2.0089333664952354,0.5682560072312521,3.1598334123861687,0,False,True,False,False,False,False,False,True,True,False,False,False
0,3,0,2.4087390790703034,-0.47454519624983954,-0.4736736092984604,-0.926056808093242,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,False,True
0,3,1,0.02315420611981384,-0.47454519624983954,-0.4736736092984604,-0.5858869297371126,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
1,2,1,-1.7467958609079686,-0.47454519624983954,2.0089333664952354,0.42657077909499147,0.6792945838081278,0,False,True,False,False,False,False,False,True,False,False,False,False
1,3,1,2.56264778055098,-0.47454519624983954,-0.4736736092984604,-0.4845120526933277,-0.5609748304808925,1,False,False,False,True,False,False,False,True,False,False,False,True
1,3,0,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,-0.7709953136419141,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False
1,3,1,0.0,-0.47454519624983954,2.0089333664952354,0.2926277552853432,0.6792945838081278,0,False,False,False,True,False,False,False,False,False,True,False,False
0,3,0,-0.05380014462052453,-0.47454519624983954,-0.4736736092984604,-0.4953454475955163,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,0,0.48488031056184405,0.4327933656785018,2.0089333664952354,1.5191631533135077,1.299429290952638,0,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.09227163959948806,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False
0,3,0,1.5622412209265812,-0.47454519624983954,-0.4736736092984604,-0.6602629888473074,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,True,False
0,1,0,-0.20770884610120124,-0.47454519624983954,2.0089333664952354,1.8599024974532117,0.6792945838081278,0,False,False,True,False,False,False,False,False,False,True,False,False
0,3,0,0.02315420611981384,-0.47454519624983954,-0.4736736092984604,-0.7680116832092435,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,1,0.25401725834082894,0.4327933656785018,-0.4736736092984604,1.3339255253248805,0.059159876663617626,0,False,True,False,False,False,False,True,False,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.7024637255610242,-0.5609748304808925,1,False,False,True,False,False,False,True,False,False,True,False,False
0,3,1,0.0,2.2474704895351842,0.7676298785983874,0.4015916215422513,1.9195639980971482,0,False,True,False,False,False,False,False,True,False,True,False,False
0,3,0,-2.1315676146096605,2.2474704895351842,0.7676298785983874,0.24226307816612364,1.9195639980971482,0,False,False,False,False,False,False,False,True,False,False,False,False
1,2,1,-0.361617547581878,0.4327933656785018,0.7676298785983874,0.5350048048631315,0.6792945838081278,0,False,True,False,False,False,False,False,True,False,True,False,False
0,1,0,1.6391955716669195,-0.47454519624983954,0.7676298785983874,1.0730886989145574,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,True,False
1,2,1,-0.361617547581878,-0.47454519624983954,0.7676298785983874,0.4186955802122075,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.7680116832092435,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.6800329778747377,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,2,1,-0.4385718983222164,-0.47454519624983954,-0.4736736092984604,-0.1909882275321034,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
0,3,0,-0.9002980027642465,0.4327933656785018,0.7676298785983874,0.20632021049592125,0.6792945838081278,0,False,False,True,False,False,False,False,True,False,True,False,False
1,1,0,0.0,-0.47454519624983954,-0.4736736092984604,0.5482407160032257,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,-0.361617547581878,-0.47454519624983954,-0.4736736092984604,-0.7971204982246057,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,2,1,-0.4385718983222164,-0.47454519624983954,2.0089333664952354,-0.08962449330939361,0.6792945838081278,0,False,False,False,True,False,False,False,True,False,True,False,False
0,3,0,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.7300514643023742,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,0,-2.214678313409226,0.4327933656785018,2.0089333664952354,1.6632016213812415,1.299429290952638,0,False,False,False,False,False,False,False,True,False,False,False,False
1,2,1,-0.4385718983222164,0.4327933656785018,-0.4736736092984604,0.4186955802122075,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,True,False,False
1,3,1,-0.2846631968415396,-0.47454519624983954,-0.4736736092984604,-0.6762548575765187,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
0,2,0,0.3309716090811673,0.4327933656785018,-0.4736736092984604,0.239207550386719,0.059159876663617626,0,False,False,True,False,False,False,False,True,False,True,False,False
1,1,1,-0.6694349505432314,1.340131927606843,2.0089333664952354,1.9818835812879665,1.9195639980971482,0,False,True,False,False,False,False,False,False,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.6991446197951222,-0.5609748304808925,1,False,False,True,False,False,False,True,False,False,True,False,False
1,3,1,0.0,-0.47454519624983954,-0.4736736092984604,-0.7709953136419141,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.5858869297371126,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,3,1,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.6958379662291909,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
1,1,1,2.4856934298106417,-0.47454519624983954,-0.4736736092984604,1.2554739665611396,-0.5609748304808925,1,False,False,False,True,False,False,False,False,False,False,False,True
1,3,1,-0.9002980027642465,-0.47454519624983954,-0.4736736092984604,-0.4586540324414238,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
1,1,1,0.9466064150038742,-0.47454519624983954,-0.4736736092984604,1.901676076703742,-0.5609748304808925,1,False,True,False,False,False,False,False,False,False,False,True,False
0,2,0,2.1009216761089498,-0.47454519624983954,-0.4736736092984604,-0.23930887549448585,-0.5609748304808925,1,False,False,False,False,True,False,True,False,False,False,True,False
0,3,0,-0.8233436520239081,-0.47454519624983954,-0.4736736092984604,-4.937465440358173,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,2,1,0.9466064150038742,0.4327933656785018,-0.4736736092984604,0.4186955802122075,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,False,True,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.7715989871527668,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False
0,3,1,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,-0.5858869297371126,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
0,3,0,0.3694487844513365,-0.47454519624983954,-0.4736736092984604,-0.8925895414992463,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False
0,3,0,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,-0.4935998091027102,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.6602629888473074,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,-0.5155262490625547,-0.47454519624983954,-0.4736736092984604,-0.6800329778747377,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.7680116832092435,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,0,1.7161499224072578,-0.47454519624983954,-0.4736736092984604,0.5482407160032257,-0.5609748304808925,1,True,False,False,False,False,False,False,True,False,False,True,False
1,3,1,0.02315420611981384,-0.47454519624983954,-0.4736736092984604,-0.22978608694164782,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
0,2,0,0.5233574859320133,-0.47454519624983954,2.0089333664952354,0.4186955802122075,0.6792945838081278,0,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.6991446197951222,-0.5609748304808925,1,False,False,True,False,False,False,True,False,False,True,False,False
0,3,0,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.7709953136419141,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False
1,1,0,1.5622412209265812,1.340131927606843,-0.4736736092984604,1.5863129261304025,0.6792945838081278,0,False,False,False,False,True,False,False,True,False,False,True,False
1,3,0,-0.20770884610120124,-0.47454519624983954,-0.4736736092984604,-0.8082841843846786,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.6602629888473074,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,1,1.6391955716669195,0.4327933656785018,-0.4736736092984604,1.23804294836651,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,False,True,False
0,2,0,0.48488031056184405,-0.47454519624983954,-0.4736736092984604,-0.3951859427814779,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,2,1,-0.05380014462052453,0.4327933656785018,-0.4736736092984604,0.4186955802122075,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,True,False,False
1,1,1,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,1.6632016213812415,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
0,1,0,1.5622412209265812,0.4327933656785018,-0.4736736092984604,1.4429334814132428,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,True,False
1,2,1,0.7926977135231975,-0.47454519624983954,-0.4736736092984604,-0.1909882275321034,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,False,True,False
1,3,0,-0.20770884610120124,-0.47454519624983954,-0.4736736092984604,-0.5858869297371126,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,1,0,0.0,-0.47454519624983954,-0.4736736092984604,-4.937465440358173,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,1,0,2.7165564820316566,-0.47454519624983954,-0.4736736092984604,0.43590431571870447,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,False,True
0,3,0,-0.977252353504585,-0.47454519624983954,-0.4736736092984604,-0.5858869297371126,-0.5609748304808925,1,False,False,True,False,False,False,False,True,True,False,False,False
1,1,0,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,0.43590431571870447,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,0,-1.9776589131289837,-0.47454519624983954,2.0089333664952354,1.2708923508767154,0.6792945838081278,0,False,False,False,False,False,False,False,True,False,False,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.6800329778747377,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,3,1,-2.208521965349999,0.4327933656785018,0.7676298785983874,-0.3384045474548493,0.6792945838081278,0,False,True,False,False,False,False,False,True,False,False,False,False
0,2,0,0.48488031056184405,0.4327933656785018,2.0089333664952354,0.4720246773093504,1.299429290952638,0,False,False,True,False,False,False,False,True,False,True,False,False
0,2,0,1.0235607657442125,0.4327933656785018,0.7676298785983874,0.42657077909499147,0.6792945838081278,0,False,False,True,False,False,False,False,True,False,False,True,False
0,1,0,0.6387890120425208,-0.47454519624983954,0.7676298785983874,1.6707890970411359,0.059159876663617626,0,False,False,True,False,False,False,False,True,False,True,False,False
1,2,1,0.1001085568601522,0.4327933656785018,0.7676298785983874,0.42657077909499147,0.6792945838081278,0,False,False,False,True,False,False,False,True,False,True,False,False
0,3,0,-0.05380014462052453,-0.47454519624983954,-0.4736736092984604,-0.6602629888473074,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,-0.9002980027642465,-0.47454519624983954,-0.4736736092984604,-0.6291317642450822,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,2,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.05553242172844859,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False
1,1,1,0.7157433627828591,0.4327933656785018,0.7676298785983874,1.4691606628506126,0.6792945838081278,0,False,False,False,True,False,False,False,False,False,True,False,False
0,2,0,0.7157433627828591,-0.47454519624983954,-0.4736736092984604,-0.1909882275321034,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,-0.2846631968415396,1.340131927606843,-0.4736736092984604,-0.5858869297371126,0.6792945838081278,0,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,-0.7971204982246057,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,1,0.0,0.4327933656785018,-0.4736736092984604,1.5863129261304025,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,True,False,False
0,3,0,1.4852868701862427,-0.47454519624983954,-0.4736736092984604,-4.937465440358173,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,True,False
0,2,0,-0.5155262490625547,-0.47454519624983954,-0.4736736092984604,-0.055787133539079124,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False
0,3,0,-2.208521965349999,3.1548090514635256,0.7676298785983874,0.753720959971782,2.5396987052416584,0,False,False,False,False,False,False,False,True,False,False,False,False
1,3,1,0.0,-0.47454519624983954,-0.4736736092984604,-0.682188085590621,-0.5609748304808925,1,False,True,False,False,False,False,True,False,False,True,False,False
0,3,0,0.0,0.4327933656785018,2.0089333664952354,0.33284205941711376,1.299429290952638,0,False,False,True,False,False,False,False,True,False,True,False,False
1,2,0,-2.054613263869322,0.4327933656785018,0.7676298785983874,0.4186955802122075,0.6792945838081278,0,False,False,False,False,False,False,False,True,False,False,False,False
1,3,0,-1.9776589131289837,0.4327933656785018,0.7676298785983874,-0.3384045474548493,0.6792945838081278,0,False,False,False,False,False,False,False,True,False,False,False,False
0,3,0,-0.8233436520239081,-0.47454519624983954,-0.4736736092984604,-0.7124966152822569,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,0.8311748888933667,-0.47454519624983954,-0.4736736092984604,-0.6991446197951222,-0.5609748304808925,1,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,-2.208521965349999,-0.47454519624983954,2.0089333664952354,-0.01469711682454653,0.6792945838081278,0,False,True,False,False,False,False,False,False,False,False,False,False
0,3,1,0.0,-0.47454519624983954,2.0089333664952354,-0.04375070775938946,0.6792945838081278,0,False,False,False,True,False,False,False,False,False,True,False,False
0,3,0,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,-0.6762548575765187,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,1,0,1.8700586238879346,-0.47454519624983954,-0.4736736092984604,0.9526389200934955,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,True,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.028719960523686763,-0.5609748304808925,1,False,False,True,False,False,False,True,False,False,True,False,False
0,2,0,-0.361617547581878,0.4327933656785018,2.0089333664952354,0.7890355253369948,1.299429290952638,0,False,False,True,False,False,False,False,False,False,True,False,False
0,3,0,-0.2846631968415396,0.4327933656785018,-0.4736736092984604,-0.0925323992030312,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,True,False,False
0,3,1,-0.5924805998028931,-0.47454519624983954,-0.4736736092984604,-0.39363727323663056,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
1,3,1,0.1001085568601522,0.4327933656785018,0.7676298785983874,0.21954994190550067,0.6792945838081278,0,False,False,False,True,False,False,False,True,False,True,False,False
1,1,0,1.4852868701862427,0.4327933656785018,-0.4736736092984604,1.3273233313547603,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,False,True,False
0,2,0,-0.8233436520239081,0.4327933656785018,0.7676298785983874,0.694738205866821,0.6792945838081278,0,False,False,True,False,False,False,False,True,False,True,False,False
0,2,0,-0.4385718983222164,-0.47454519624983954,-0.4736736092984604,-0.3951859427814779,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,3,0,-1.0542067042449232,-0.47454519624983954,-0.4736736092984604,-0.6602629888473074,-0.5609748304808925,1,False,False,True,False,False,False,False,True,True,False,False,False
1,1,0,-0.361617547581878,0.4327933656785018,-0.4736736092984604,1.0007818892936506,0.059159876663617626,0,False,False,True,False,False,False,False,False,False,True,False,False
0,3,0,0.7157433627828591,-0.47454519624983954,-0.4736736092984604,0.3574751794167469,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,1,1.3313781687055661,0.4327933656785018,-0.4736736092984604,-0.08962449330939361,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,False,True,False
0,1,0,2.3317847283299646,-0.47454519624983954,-0.4736736092984604,0.43590431571870447,-0.5609748304808925,1,True,False,False,False,False,False,False,True,False,False,False,True
0,2,0,-0.4385718983222164,-0.47454519624983954,-0.4736736092984604,-0.1909882275321034,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,1,0,0.0,-0.47454519624983954,-0.4736736092984604,0.9260112434236762,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,2,1,-0.20770884610120124,0.4327933656785018,-0.4736736092984604,0.239207550386719,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,True,False,False
1,2,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.13111208368842517,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False
0,3,0,0.6387890120425208,-0.47454519624983954,-0.4736736092984604,-0.6800329778747377,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,1.100515116484551,-0.47454519624983954,-0.4736736092984604,-0.6602629888473074,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,True,False
1,2,1,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,-0.3951859427814779,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
1,3,1,-0.4385718983222164,-0.47454519624983954,2.0089333664952354,0.038487843700865394,0.6792945838081278,0,False,False,False,True,False,False,False,True,False,True,False,False
1,2,1,1.1774694672248893,-0.47454519624983954,-0.4736736092984604,-0.15572462554428226,-0.5609748304808925,1,False,False,False,True,False,False,False,True,False,False,True,False
1,2,0,-1.6698415101676303,0.4327933656785018,0.7676298785983874,0.694738205866821,0.6792945838081278,0,False,False,False,False,False,False,False,True,False,False,False,False
0,3,1,-1.6698415101676303,2.2474704895351842,0.7676298785983874,0.24226307816612364,1.9195639980971482,0,False,True,False,False,False,False,False,True,False,False,False,False
0,1,0,0.0,-0.47454519624983954,-0.4736736092984604,0.65688080006503,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,3,0,0.17706290760049057,-0.47454519624983954,-0.4736736092984604,-0.6602629888473074,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,1,0,1.5622412209265812,0.4327933656785018,-0.4736736092984604,1.0066811878507835,0.059159876663617626,0,False,False,True,False,False,False,False,True,False,False,True,False
0,3,0,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,-0.6925436802055004,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,2,1,1.5622412209265812,-0.47454519624983954,-0.4736736092984604,-0.3951859427814779,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,False,True,False
0,3,1,-0.5155262490625547,-0.47454519624983954,-0.4736736092984604,-0.6762548575765187,-0.5609748304808925,1,False,True,False,False,False,False,False,True,False,True,False,False
1,3,0,0.17706290760049057,-0.47454519624983954,-0.4736736092984604,-0.6854437408076759,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,1,0.0,-0.47454519624983954,-0.4736736092984604,-0.6991446197951222,-0.5609748304808925,1,False,True,False,False,False,False,True,False,False,True,False,False
0,3,1,-0.6694349505432314,1.340131927606843,2.0089333664952354,0.6428135745744438,1.9195639980971482,0,False,True,False,False,False,False,False,True,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.6991446197951222,-0.5609748304808925,1,False,False,True,False,False,False,True,False,False,True,False,False
0,3,0,-0.361617547581878,-0.47454519624983954,-0.4736736092984604,-0.7715989871527668,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False
0,3,0,-1.1311610549852615,0.4327933656785018,0.7676298785983874,-0.7709953136419141,0.6792945838081278,0,False,False,True,False,False,False,False,False,True,False,False,False
0,3,1,0.1001085568601522,0.4327933656785018,-0.4736736092984604,0.10511273242774906,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,True,False,False
0,2,0,-0.361617547581878,-0.47454519624983954,-0.4736736092984604,-0.1909882275321034,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,2,0,1.8700586238879346,-0.47454519624983954,-0.4736736092984604,0.4186955802122075,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,True,False
0,1,0,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,0.8821316512695054,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,1,0.6387890120425208,-0.47454519624983954,-0.4736736092984604,1.2554739665611396,-0.5609748304808925,1,False,True,False,False,False,False,False,False,False,True,False,False
1,2,1,0.8696520642635358,-0.47454519624983954,0.7676298785983874,0.17522585534043722,0.059159876663617626,0,False,False,False,True,False,False,False,True,False,False,True,False
0,3,0,0.25401725834082894,-0.47454519624983954,-0.4736736092984604,-0.5858869297371126,-0.5609748304808925,1,False,False,True,False,False,False,False,False,False,True,False,False
0,2,0,1.7161499224072578,-0.47454519624983954,-0.4736736092984604,-0.15572462554428226,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,False,True,False
0,3,0,-1.0542067042449232,0.4327933656785018,0.7676298785983874,0.20792056306918671,0.6792945838081278,0,False,False,True,False,False,False,False,True,True,False,False,False
0,3,0,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,-0.6602629888473074,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,-1.5928871594272918,3.1548090514635256,2.0089333664952354,0.5711125364939227,3.1598334123861687,0,False,False,False,False,False,False,False,True,False,False,False,False
1,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.6523753630396806,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.6887115007879662,-0.5609748304808925,1,False,False,True,False,False,False,True,False,False,True,False,False
0,3,0,0.0,-0.47454519624983954,-0.4736736092984604,-0.6800329778747377,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,1,1.8700586238879346,0.4327933656785018,-0.4736736092984604,1.0499355221281716,0.059159876663617626,0,False,False,False,True,False,False,False,False,False,False,True,False
0,3,0,-0.2846631968415396,-0.47454519624983954,-0.4736736092984604,-0.6800329778747377,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,0,2.3317847283299646,0.4327933656785018,0.7676298785983874,1.2487067090373891,0.6792945838081278,0,False,False,True,False,False,False,False,False,False,False,False,True
1,3,0,0.0,-0.47454519624983954,-0.4736736092984604,1.0142658344833206,-0.5609748304808925,1,False,False,True,False,False,False,False,True,False,True,False,False
1,1,1,1.100515116484551,-0.47454519624983954,0.7676298785983874,1.0327478464253301,0.059159876663617626,0,False,False,False,True,False,False,False,False,False,False,True,False
1,3,0,-0.7463893012835698,0.4327933656785018,-0.4736736092984604,-0.6762548575765187,0.059159876663617626,0,False,False,True,False,False,False,False,True,False,True,False,False
